"","long","lat","order","hole","piece","id","group"
"154",126.92742132,37.53910646,28348,FALSE,"1","11560","11560.1"
"155",126.92764949,37.53907272,28349,FALSE,"1","11560","11560.1"
"156",126.92773897,37.53915251,28350,FALSE,"1","11560","11560.1"
"157",126.92804854,37.53942801,28351,FALSE,"1","11560","11560.1"
"158",126.92831672,37.53966257,28352,FALSE,"1","11560","11560.1"
"159",126.92888389,37.54014006,28353,FALSE,"1","11560","11560.1"
"160",126.92941916,37.54059631,28354,FALSE,"1","11560","11560.1"
"161",126.93033332,37.5413557,28355,FALSE,"1","11560","11560.1"
"162",126.93185218,37.54086614,28356,FALSE,"1","11560","11560.1"
"163",126.93290285,37.54052269,28357,FALSE,"1","11560","11560.1"
"164",126.93415847,37.53991778,28358,FALSE,"1","11560","11560.1"
"165",126.9343258,37.53983707,28359,FALSE,"1","11560","11560.1"
"166",126.93533785,37.53935166,28360,FALSE,"1","11560","11560.1"
"167",126.93535872,37.53934153,28361,FALSE,"1","11560","11560.1"
"168",126.93644361,37.53882999,28362,FALSE,"1","11560","11560.1"
"169",126.937199,37.53847366,28363,FALSE,"1","11560","11560.1"
"170",126.93774692,37.5382152,28364,FALSE,"1","11560","11560.1"
"171",126.93794713,37.53812099,28365,FALSE,"1","11560","11560.1"
"172",126.93822905,37.53798909,28366,FALSE,"1","11560","11560.1"
"173",126.93855818,37.53783497,28367,FALSE,"1","11560","11560.1"
"174",126.94022477,37.53677774,28368,FALSE,"1","11560","11560.1"
"175",126.94034558,37.53670094,28369,FALSE,"1","11560","11560.1"
"176",126.94042446,37.53665086,28370,FALSE,"1","11560","11560.1"
"177",126.94108351,37.53623111,28371,FALSE,"1","11560","11560.1"
"178",126.94139393,37.53603333,28372,FALSE,"1","11560","11560.1"
"179",126.94186672,37.53572386,28373,FALSE,"1","11560","11560.1"
"180",126.94297997,37.53500953,28374,FALSE,"1","11560","11560.1"
"181",126.9438583,37.53446205,28375,FALSE,"1","11560","11560.1"
"182",126.94421946,37.534235,28376,FALSE,"1","11560","11560.1"
"183",126.94428281,37.53415732,28377,FALSE,"1","11560","11560.1"
"184",126.9445854,37.53378046,28378,FALSE,"1","11560","11560.1"
"185",126.94461866,37.53373908,28379,FALSE,"1","11560","11560.1"
"186",126.94547755,37.53267238,28380,FALSE,"1","11560","11560.1"
"187",126.94551418,37.53262678,28381,FALSE,"1","11560","11560.1"
"188",126.94711371,37.53063127,28382,FALSE,"1","11560","11560.1"
"189",126.94713971,37.5305989,28383,FALSE,"1","11560","11560.1"
"190",126.94741137,37.5301719,28384,FALSE,"1","11560","11560.1"
"191",126.94741757,37.53016261,28385,FALSE,"1","11560","11560.1"
"192",126.94744481,37.53012743,28386,FALSE,"1","11560","11560.1"
"193",126.94752726,37.53002329,28387,FALSE,"1","11560","11560.1"
"194",126.94768509,37.52982204,28388,FALSE,"1","11560","11560.1"
"195",126.94777656,37.52970608,28389,FALSE,"1","11560","11560.1"
"196",126.94805629,37.52934948,28390,FALSE,"1","11560","11560.1"
"197",126.94826896,37.52907815,28391,FALSE,"1","11560","11560.1"
"198",126.94849667,37.52878767,28392,FALSE,"1","11560","11560.1"
"199",126.9485264,37.52874996,28393,FALSE,"1","11560","11560.1"
"200",126.94859522,37.52866215,28394,FALSE,"1","11560","11560.1"
"201",126.94867837,37.52855547,28395,FALSE,"1","11560","11560.1"
"202",126.9487778,37.52842882,28396,FALSE,"1","11560","11560.1"
"203",126.94886556,37.52831736,28397,FALSE,"1","11560","11560.1"
"204",126.94892518,37.52824164,28398,FALSE,"1","11560","11560.1"
"205",126.94896765,37.52818732,28399,FALSE,"1","11560","11560.1"
"206",126.94902816,37.5281102,28400,FALSE,"1","11560","11560.1"
"207",126.94914068,37.52796722,28401,FALSE,"1","11560","11560.1"
"208",126.94923569,37.52784646,28402,FALSE,"1","11560","11560.1"
"209",126.94942252,37.52760892,28403,FALSE,"1","11560","11560.1"
"210",126.94978733,37.5271445,28404,FALSE,"1","11560","11560.1"
"211",126.94987862,37.52702826,28405,FALSE,"1","11560","11560.1"
"212",126.94987914,37.52680413,28406,FALSE,"1","11560","11560.1"
"213",126.94987929,37.52658282,28407,FALSE,"1","11560","11560.1"
"214",126.94987948,37.52630296,28408,FALSE,"1","11560","11560.1"
"215",126.94988026,37.52568014,28409,FALSE,"1","11560","11560.1"
"216",126.94988083,37.5250959,28410,FALSE,"1","11560","11560.1"
"217",126.94988168,37.52439651,28411,FALSE,"1","11560","11560.1"
"218",126.94988221,37.52386774,28412,FALSE,"1","11560","11560.1"
"219",126.94988261,37.52355633,28413,FALSE,"1","11560","11560.1"
"220",126.9498827,37.52342456,28414,FALSE,"1","11560","11560.1"
"221",126.94988394,37.52162257,28415,FALSE,"1","11560","11560.1"
"222",126.94988518,37.51982058,28416,FALSE,"1","11560","11560.1"
"223",126.94988642,37.51801859,28417,FALSE,"1","11560","11560.1"
"224",126.94988677,37.51751375,28418,FALSE,"1","11560","11560.1"
"225",126.94956114,37.5176206,28419,FALSE,"1","11560","11560.1"
"226",126.948929,37.51752318,28420,FALSE,"1","11560","11560.1"
"227",126.94842233,37.51744553,28421,FALSE,"1","11560","11560.1"
"228",126.9479109,37.51736842,28422,FALSE,"1","11560","11560.1"
"229",126.94767356,37.51733256,28423,FALSE,"1","11560","11560.1"
"230",126.94732365,37.51727947,28424,FALSE,"1","11560","11560.1"
"231",126.94656939,37.51716622,28425,FALSE,"1","11560","11560.1"
"232",126.9455255,37.51700889,28426,FALSE,"1","11560","11560.1"
"233",126.9439564,37.51676994,28427,FALSE,"1","11560","11560.1"
"234",126.94241258,37.51653492,28428,FALSE,"1","11560","11560.1"
"235",126.94163449,37.5164174,28429,FALSE,"1","11560","11560.1"
"236",126.94130967,37.51636908,28430,FALSE,"1","11560","11560.1"
"237",126.94087495,37.51630522,28431,FALSE,"1","11560","11560.1"
"238",126.94048953,37.51624787,28432,FALSE,"1","11560","11560.1"
"239",126.94018663,37.51620435,28433,FALSE,"1","11560","11560.1"
"240",126.93988373,37.51616168,28434,FALSE,"1","11560","11560.1"
"241",126.93959887,37.51612127,28435,FALSE,"1","11560","11560.1"
"242",126.93928148,37.51607718,28436,FALSE,"1","11560","11560.1"
"243",126.93915087,37.51607289,28437,FALSE,"1","11560","11560.1"
"244",126.93895169,37.51606659,28438,FALSE,"1","11560","11560.1"
"245",126.9385779,37.51605428,28439,FALSE,"1","11560","11560.1"
"246",126.93842891,37.5160466,28440,FALSE,"1","11560","11560.1"
"247",126.93807138,37.5160405,28441,FALSE,"1","11560","11560.1"
"248",126.93792593,37.51603872,28442,FALSE,"1","11560","11560.1"
"249",126.93750247,37.51602498,28443,FALSE,"1","11560","11560.1"
"250",126.93718152,37.51601242,28444,FALSE,"1","11560","11560.1"
"251",126.93645603,37.51598471,28445,FALSE,"1","11560","11560.1"
"252",126.93628495,37.51597871,28446,FALSE,"1","11560","11560.1"
"253",126.93575546,37.51596039,28447,FALSE,"1","11560","11560.1"
"254",126.935487,37.51594982,28448,FALSE,"1","11560","11560.1"
"255",126.93523322,37.5159325,28449,FALSE,"1","11560","11560.1"
"256",126.93470782,37.51589223,28450,FALSE,"1","11560","11560.1"
"257",126.93413781,37.51591303,28451,FALSE,"1","11560","11560.1"
"258",126.93380349,37.51584864,28452,FALSE,"1","11560","11560.1"
"259",126.93356864,37.51580261,28453,FALSE,"1","11560","11560.1"
"260",126.93324297,37.51573991,28454,FALSE,"1","11560","11560.1"
"261",126.93286535,37.51566733,28455,FALSE,"1","11560","11560.1"
"262",126.93252696,37.51560209,28456,FALSE,"1","11560","11560.1"
"263",126.9324135,37.51558035,28457,FALSE,"1","11560","11560.1"
"264",126.93238594,37.5155747,28458,FALSE,"1","11560","11560.1"
"265",126.93223766,37.51556588,28459,FALSE,"1","11560","11560.1"
"266",126.93121987,37.5155191,28460,FALSE,"1","11560","11560.1"
"267",126.93053646,37.51548632,28461,FALSE,"1","11560","11560.1"
"268",126.92970795,37.51544724,28462,FALSE,"1","11560","11560.1"
"269",126.92899609,37.51541865,28463,FALSE,"1","11560","11560.1"
"270",126.92868023,37.51544267,28464,FALSE,"1","11560","11560.1"
"271",126.92770723,37.51550232,28465,FALSE,"1","11560","11560.1"
"272",126.92686202,37.51554403,28466,FALSE,"1","11560","11560.1"
"273",126.92683657,37.515196,28467,FALSE,"1","11560","11560.1"
"274",126.92681426,37.51488289,28468,FALSE,"1","11560","11560.1"
"275",126.92680189,37.51470494,28469,FALSE,"1","11560","11560.1"
"276",126.92681515,37.51470269,28470,FALSE,"1","11560","11560.1"
"277",126.92690017,37.5145217,28471,FALSE,"1","11560","11560.1"
"278",126.92687075,37.51441103,28472,FALSE,"1","11560","11560.1"
"279",126.92686493,37.51440708,28473,FALSE,"1","11560","11560.1"
"280",126.9267622,37.51445629,28474,FALSE,"1","11560","11560.1"
"281",126.926673,37.5143988,28475,FALSE,"1","11560","11560.1"
"282",126.92667194,37.51439597,28476,FALSE,"1","11560","11560.1"
"283",126.92666824,37.51439091,28477,FALSE,"1","11560","11560.1"
"284",126.9266984,37.51426817,28478,FALSE,"1","11560","11560.1"
"285",126.9267483,37.51422118,28479,FALSE,"1","11560","11560.1"
"286",126.9269809,37.51400988,28480,FALSE,"1","11560","11560.1"
"287",126.92698074,37.51400706,28481,FALSE,"1","11560","11560.1"
"288",126.92701905,37.51387306,28482,FALSE,"1","11560","11560.1"
"289",126.92702754,37.51368385,28483,FALSE,"1","11560","11560.1"
"290",126.92702828,37.51365035,28484,FALSE,"1","11560","11560.1"
"291",126.92697948,37.51349574,28485,FALSE,"1","11560","11560.1"
