"","구코드","동코드","위도","경도"
"667","680","10600",37.507787,127.0396302
"668","680","10500",37.5059089,127.0528636
"669","680","10300",37.5263916,127.02048
"670","680","10700",37.5088259,127.0383892
"671","680","10100",37.5157753,127.0300668
"672","680","10500",37.5156192,127.0698178
"673","680","10100",37.4768864,127.0554741
"674","680","10200",37.4982428,127.0540499
"675","680","10600",37.5282164,127.030116
"676","680","10800",37.5310141,127.031665
"677","680","10600",37.5261067,127.02767
"678","680","10800",37.5170587,127.0352099
"679","680","10800",37.5171388,127.0356058
"680","680","10800",37.516569,127.0355983
"681","680","10400",37.4864873,127.1033009
"682","680","10400",37.4864605,127.1044582
"683","680","10600",37.4871656,127.1041348
"684","680","10200",37.5020903,127.055302
"685","680","10700",37.516794,127.0373761
"686","680","10800",37.5130308,127.0530792
"687","680","10800",37.4804921,127.0526149
"688","680","10100",37.4983398,127.0761416
"689","680","10100",37.4777687,127.0567501
"690","680","10600",37.5200248,127.0566741
"691","680","10400",37.5181025,127.052918
"692","680","10800",37.5202809,127.0567821
"693","680","10400",37.5179276,127.0451734
"694","680","10700",37.5183757,127.0434998
"695","680","10700",37.5193425,127.0450696
"696","680","10700",37.5222304,127.0557101
"697","680","10600",37.5240702,127.0446311
"698","680","10400",37.514091,127.0333222
"699","680","11400",37.510189,127.0947171
"700","680","11400",37.5026902,127.0970101
"701","680","10600",37.5247374,127.1148671
"702","680","10600",37.5247376,127.1156775
