"","구코드","동코드","위도","경도"
"257","560","11000",37.519477,126.92632
"258","560","13200",37.5126569,126.9266629
"259","560","13200",37.5118318,126.9263383
"260","560","13300",37.5030428,126.9474473
"261","560","13300",37.492959,126.896966
"262","560","13300",37.4929473,126.8971651
"263","560","13300",37.504159,126.9217129
"264","560","13300",37.4949041,126.9086041
"265","560","13200",37.4949517,126.8879897
"266","560","11000",37.5292151,126.9257151
"267","560","11000",37.5242927,126.9283322
"268","560","11000",37.5244639,126.9284052
"269","560","13300",37.4940335,126.9108358
"270","560","13300",37.4941859,126.9107533
"271","560","13300",37.49427,126.9110127
"272","560","13200",37.4938101,126.9148187
"273","560","13200",37.4968976,126.9164628
"274","560","13200",37.4983976,126.9239596
"275","560","13200",37.4984873,126.9240574
"276","560","13200",37.4946318,126.9146715
"277","560","13200",37.4971335,126.9164855
"278","560","13300",37.5147985,126.9177054
"279","560","13200",37.4944335,126.9111156
"280","560","13200",37.4979593,126.8926044
"281","560","13200",37.4997444,126.9240868
"282","560","13300",37.5125223,126.925334
"283","560","13200",37.5118971,126.9262948
"284","560","13300",37.5111588,126.9250505
"285","560","11000",37.5207627,126.9287087
"286","560","13300",37.4999682,126.9135272
"287","560","12200",37.5000532,126.9142386
"288","560","13200",37.4999357,126.9157318
"289","560","13300",37.5199321,126.9272123
"290","560","11000",37.5190705,126.9258477
"291","560","11000",37.5183684,126.9248465
"292","560","11000",37.513269,126.9315804
"293","560","11000",37.5128998,126.932018
"294","560","13200",37.4973958,126.8868667
"295","560","13300",37.4975871,126.921059
"296","560","13200",37.5090015,126.9241845
"297","560","13300",37.4976821,126.8825147
"298","560","13300",37.4947121,126.8828962
"299","560","13200",37.4940455,126.8829256
"300","560","11000",37.5017881,126.8882207
"301","560","11000",37.5285624,126.9244019
"302","560","13200",37.4985027,126.9046006
"303","560","11000",37.5285787,126.9079715
"304","560","11000",37.5172618,126.9284418
"305","560","13300",37.5202586,126.9278826
"306","560","11000",37.5133781,126.9318737
"307","560","11000",37.5169742,126.9281902
"308","560","12300",37.5048775,126.9460503
"309","560","13300",37.5120972,126.9171794
